wave,RFR_value
17466,0.001915
17467,0.00191
17468,0.001905
17469,0.0019
17470,0.001895
17471,0.00189
17472,0.001885
17473,0.001879
17474,0.001874
17475,0.001869
17476,0.001864
17477,0.001859
17478,0.001854
17479,0.001849
17480,0.001844
17481,0.001839
17482,0.001834
17483,0.001829
17484,0.001824
17485,0.001819
17486,0.001813
17487,0.001808
17488,0.001803
17489,0.001798
17490,0.001793
17491,0.001788
17492,0.001783
17493,0.001778
17494,0.001773
17495,0.001768
17496,0.001763
17497,0.001758
17498,0.001753
17499,0.001747
17500,0.001742
17501,0.001737
17502,0.001732
17503,0.001727
17504,0.001722
17505,0.001717
17506,0.001712
17507,0.001707
17508,0.001702
17509,0.001697
17510,0.001692
17511,0.001687
17512,0.001682
17513,0.001676
17514,0.001671
17515,0.001666
17516,0.001661
17517,0.001656
17518,0.001651
17519,0.001646
17520,0.001641
17521,0.001636
17522,0.001631
17523,0.001626
17524,0.001621
17525,0.001616
17526,0.00161
17527,0.001605
17528,0.0016
17529,0.001595
17530,0.00159
17531,0.001585
17532,0.00158
17533,0.001575
17534,0.00157
17535,0.001565
17536,0.00156
17537,0.001555
17538,0.00155
17539,0.001544
17540,0.001539
17541,0.001534
17542,0.001529
17543,0.001524
17544,0.001519
17545,0.001514
17546,0.001509
17547,0.001504
17548,0.001499
17549,0.001494
17550,0.001489
17551,0.001484
17552,0.001478
17553,0.001473
17554,0.001468
17555,0.001463
17556,0.001458
17557,0.001453
17558,0.001448
17559,0.001443
17560,0.001438
17561,0.001433
17562,0.001428
17563,0.001423
17564,0.001418
17565,0.001412
17566,0.001407
17567,0.001402
17568,0.001397
17569,0.001392
17570,0.001387
17571,0.001382
17572,0.001377
17573,0.001372
17574,0.001367
17575,0.001362
17576,0.00136
17577,0.001358
17578,0.001357
17579,0.001355
17580,0.001353
17581,0.001351
17582,0.001349
17583,0.001347
17584,0.001345
17585,0.001344
17586,0.001342
17587,0.00134
17588,0.001338
17589,0.001336
17590,0.001334
17591,0.001332
17592,0.001331
17593,0.001329
17594,0.001327
17595,0.001325
17596,0.001323
17597,0.001321
17598,0.001319
17599,0.001318
17600,0.001316
17601,0.001314
17602,0.001312
17603,0.00131
17604,0.001308
17605,0.001306
17606,0.001305
17607,0.001303
17608,0.001301
17609,0.001299
17610,0.001297
17611,0.001295
17612,0.001293
17613,0.001292
17614,0.00129
17615,0.001288
17616,0.001286
17617,0.001284
17618,0.001282
17619,0.00128
17620,0.001279
17621,0.001277
17622,0.001275
17623,0.001273
17624,0.001271
17625,0.001269
17626,0.001267
17627,0.001266
17628,0.001264
17629,0.001262
17630,0.00126
17631,0.001258
17632,0.001256
17633,0.001254
17634,0.001253
17635,0.001251
17636,0.001249
17637,0.001247
17638,0.001245
17639,0.001243
17640,0.001241
17641,0.00124
17642,0.001238
17643,0.001236
17644,0.001234
17645,0.001232
17646,0.00123
17647,0.001228
17648,0.001227
17649,0.001225
17650,0.001223
17651,0.001221
17652,0.001219
17653,0.001217
17654,0.001215
17655,0.001214
17656,0.001212
17657,0.00121
17658,0.001208
17659,0.001206
17660,0.001204
17661,0.001202
17662,0.001201
17663,0.001199
17664,0.001197
17665,0.001195
17666,0.001193
17667,0.001191
17668,0.001189
17669,0.001188
17670,0.001186
17671,0.001184
17672,0.001182
17673,0.00118
17674,0.001178
17675,0.001176
17676,0.001175
17677,0.001173
17678,0.001171
17679,0.001169
17680,0.001167
17681,0.001165
17682,0.001163
17683,0.001162
17684,0.00116
17685,0.001158
17686,0.001156
17687,0.001154
17688,0.001152
17689,0.001151
17690,0.001149
17691,0.001147
17692,0.001145
17693,0.001143
17694,0.001141
17695,0.001139
17696,0.001138
17697,0.001136
17698,0.001134
17699,0.001132
17700,0.00113
17701,0.001128
17702,0.001126
17703,0.001125
17704,0.001123
17705,0.001121
17706,0.001119
17707,0.001117
17708,0.001115
17709,0.001113
17710,0.001112
17711,0.00111
17712,0.001108
17713,0.001106
17714,0.001104
17715,0.001102
17716,0.0011
17717,0.001099
17718,0.001097
17719,0.001095
17720,0.001093
17721,0.001091
17722,0.001089
17723,0.001087
17724,0.001086
17725,0.001084
17726,0.001082
17727,0.00108
17728,0.001078
17729,0.001076
17730,0.001074
17731,0.001073
17732,0.001071
17733,0.001069
17734,0.001067
17735,0.001065
17736,0.001063
17737,0.001061
17738,0.00106
17739,0.001058
17740,0.001056
17741,0.001054
17742,0.001052
17743,0.00105
17744,0.001048
17745,0.001047
17746,0.001045
17747,0.001043
17748,0.001041
17749,0.001039
17750,0.001037
17751,0.001035
17752,0.001034
17753,0.001032
17754,0.00103
17755,0.001028
17756,0.001026
17757,0.001024
17758,0.001022
17759,0.001021
17760,0.001019
17761,0.001017
17762,0.001015
17763,0.001014
17764,0.001013
17765,0.001012
17766,0.001011
17767,0.001009
17768,0.001008
17769,0.001007
17770,0.001006
17771,0.001005
17772,0.001004
17773,0.001003
17774,0.001002
17775,0.001
17776,0.000999
17777,0.000998
17778,0.000997
17779,0.000996
17780,0.000995
17781,0.000994
17782,0.000993
17783,0.000991
17784,0.00099
17785,0.000989
17786,0.000988
17787,0.000987
17788,0.000986
17789,0.000985
17790,0.000984
17791,0.000982
17792,0.000981
17793,0.00098
17794,0.000979
17795,0.000978
17796,0.000977
17797,0.000976
17798,0.000975
17799,0.000973
17800,0.000972
17801,0.000971
17802,0.00097
17803,0.000969
17804,0.000968
17805,0.000967
17806,0.000966
17807,0.000964
17808,0.000963
17809,0.000962
17810,0.000961
17811,0.00096
17812,0.000959
17813,0.000958
17814,0.000957
17815,0.000955
17816,0.000954
17817,0.000953
17818,0.000952
17819,0.000951
17820,0.00095
17821,0.000949
17822,0.000948
17823,0.000946
17824,0.000945
17825,0.000944
17826,0.000943
17827,0.000942
17828,0.000941
17829,0.00094
17830,0.000939
17831,0.000937
17832,0.000936
17833,0.000935
17834,0.000934
17835,0.000933
17836,0.000932
17837,0.000931
17838,0.00093
17839,0.000928
17840,0.000927
17841,0.000926
17842,0.000925
17843,0.000924
17844,0.000923
17845,0.000922
17846,0.000921
17847,0.00092
17848,0.000918
17849,0.000917
17850,0.000916
17851,0.000915
17852,0.000914
17853,0.000913
17854,0.000912
17855,0.000911
17856,0.000909
17857,0.000908
17858,0.000907
17859,0.000906
17860,0.000905
17861,0.000904
17862,0.000903
17863,0.000902
17864,0.0009
17865,0.000899
17866,0.000898
17867,0.000897
17868,0.000896
17869,0.000895
17870,0.000894
17871,0.000893
17872,0.000891
17873,0.00089
17874,0.000889
17875,0.000888
17876,0.000887
17877,0.000886
17878,0.000885
17879,0.000884
17880,0.000882
17881,0.000881
17882,0.00088
17883,0.000879
17884,0.000878
17885,0.000877
17886,0.000876
17887,0.000875
17888,0.000874
17889,0.000872
17890,0.000871
17891,0.00087
17892,0.000869
17893,0.000868
17894,0.000867
17895,0.000866
17896,0.000865
17897,0.000863
17898,0.000862
17899,0.000861
17900,0.00086
17901,0.000859
17902,0.000858
17903,0.000857
17904,0.000856
17905,0.000854
17906,0.000853
17907,0.000852
17908,0.000851
17909,0.00085
17910,0.000849
17911,0.000848
17912,0.000847
17913,0.000845
17914,0.000844
17915,0.000843
17916,0.000842
17917,0.000841
17918,0.00084
17919,0.000839
17920,0.000838
17921,0.000837
17922,0.000835
17923,0.000834
17924,0.000833
17925,0.000832
17926,0.000831
17927,0.00083
17928,0.000829
17929,0.000828
17930,0.000826
17931,0.000825
17932,0.000824
17933,0.000823
17934,0.000822
17935,0.000821
17936,0.00082
17937,0.000819
17938,0.000817
17939,0.000816
17940,0.000815
17941,0.000814
17942,0.000813
17943,0.000812
17944,0.000811
17945,0.00081
17946,0.000808
17947,0.000807
17948,0.000806
17949,0.000805
17950,0.000804
17951,0.000803
17952,0.000802
17953,0.000801
17954,0.000799
17955,0.000798
17956,0.000797
17957,0.000796
17958,0.000795
17959,0.000794
17960,0.000793
17961,0.000792
17962,0.000791
17963,0.000789
17964,0.000788
17965,0.000787
17966,0.000786
17967,0.000785
17968,0.000784
17969,0.000783
17970,0.000782
17971,0.00078
17972,0.000779
17973,0.000778
17974,0.000777
17975,0.000776
17976,0.000775
17977,0.000774
17978,0.000773
17979,0.000771
17980,0.00077
17981,0.000769
17982,0.000768
17983,0.000767
17984,0.000766
17985,0.000765
17986,0.000764
17987,0.000764
17988,0.000763
17989,0.000763
17990,0.000763
17991,0.000763
17992,0.000763
17993,0.000762
17994,0.000762
17995,0.000762
17996,0.000762
17997,0.000762
17998,0.000761
17999,0.000761
18000,0.000761
