wave,RFR_value
15717,0.989743
15718,0.989579
15719,0.989415
15720,0.989251
15721,0.989087
15722,0.988923
15723,0.988759
15724,0.988595
15725,0.988432
15726,0.988268
15727,0.988104
15728,0.98794
15729,0.987776
15730,0.987612
15731,0.987448
15732,0.987284
15733,0.98712
15734,0.986956
15735,0.986792
15736,0.986628
15737,0.986464
15738,0.986301
15739,0.986137
15740,0.985973
15741,0.985809
15742,0.985645
15743,0.985481
15744,0.985317
15745,0.985151
15746,0.984963
15747,0.984749
15748,0.984507
15749,0.984239
15750,0.983941
15751,0.983613
15752,0.983261
15753,0.982888
15754,0.982503
15755,0.982103
15756,0.98168
15757,0.981231
15758,0.980772
15759,0.980313
15760,0.979853
15761,0.979394
15762,0.978935
15763,0.978475
15764,0.978016
15765,0.977557
15766,0.977097
15767,0.976638
15768,0.976179
15769,0.975719
15770,0.97526
15771,0.974801
15772,0.974342
15773,0.973882
15774,0.973423
15775,0.972964
15776,0.972504
15777,0.972045
15778,0.971586
15779,0.971127
15780,0.970667
15781,0.970208
15782,0.969749
15783,0.969289
15784,0.96883
15785,0.968371
15786,0.967911
15787,0.967452
15788,0.966993
15789,0.966534
15790,0.966074
15791,0.965615
15792,0.965156
15793,0.964696
15794,0.964237
15795,0.963778
15796,0.963318
15797,0.962859
15798,0.9624
15799,0.96194
15800,0.961481
15801,0.961022
15802,0.960562
15803,0.960103
15804,0.959644
15805,0.959185
15806,0.958725
15807,0.958266
15808,0.957807
15809,0.957347
15810,0.956888
15811,0.956429
15812,0.95597
15813,0.95551
15814,0.955051
15815,0.954592
15816,0.954132
15817,0.953673
15818,0.953214
15819,0.952754
15820,0.952295
15821,0.951836
15822,0.951376
15823,0.950917
15824,0.950458
15825,0.949998
15826,0.949539
15827,0.94908
15828,0.948621
15829,0.948161
15830,0.947702
15831,0.947243
15832,0.946783
15833,0.946324
15834,0.945865
15835,0.945406
15836,0.944946
15837,0.944487
15838,0.944028
15839,0.943568
15840,0.943109
15841,0.94265
15842,0.94219
15843,0.941731
15844,0.941283
15845,0.940859
15846,0.940456
15847,0.940089
15848,0.939754
15849,0.939452
15850,0.939179
15851,0.93895
15852,0.938761
15853,0.938602
15854,0.938484
15855,0.938411
15856,0.93837
15857,0.938353
15858,0.938335
15859,0.938318
15860,0.9383
15861,0.938283
15862,0.938265
15863,0.938248
15864,0.938231
15865,0.938213
15866,0.938196
15867,0.938178
15868,0.938161
15869,0.938143
15870,0.938126
15871,0.938108
15872,0.938091
15873,0.938073
15874,0.938056
15875,0.938038
15876,0.938021
15877,0.938003
15878,0.937986
15879,0.937968
15880,0.937951
15881,0.937933
15882,0.937916
15883,0.937898
15884,0.937881
15885,0.937864
15886,0.937846
15887,0.937829
15888,0.937811
15889,0.937794
15890,0.937776
15891,0.937759
15892,0.937741
15893,0.937724
15894,0.937706
15895,0.937689
15896,0.937671
15897,0.937654
15898,0.937636
15899,0.937619
15900,0.937601
15901,0.937584
15902,0.937566
15903,0.937549
15904,0.937532
15905,0.937514
15906,0.937497
15907,0.937479
15908,0.937462
15909,0.937444
15910,0.937427
15911,0.937409
15912,0.937392
15913,0.937374
15914,0.937357
15915,0.937339
15916,0.937322
15917,0.937304
15918,0.937287
15919,0.937269
15920,0.937252
15921,0.937234
15922,0.937217
15923,0.937199
15924,0.937182
15925,0.937165
15926,0.937147
15927,0.93713
15928,0.937112
15929,0.937095
15930,0.937077
15931,0.93706
15932,0.937042
15933,0.937025
15934,0.937007
15935,0.93699
15936,0.936972
15937,0.936955
15938,0.936937
15939,0.93692
15940,0.936902
15941,0.936885
15942,0.936867
15943,0.93685
15944,0.936832
15945,0.936819
15946,0.936834
15947,0.936878
15948,0.936952
15949,0.937056
15950,0.937189
15951,0.937341
15952,0.937512
15953,0.937701
15954,0.937904
15955,0.938115
15956,0.938335
15957,0.938569
15958,0.938817
15959,0.939071
15960,0.939324
15961,0.939577
15962,0.939831
15963,0.940084
15964,0.940338
15965,0.940591
15966,0.940844
15967,0.941098
15968,0.941351
15969,0.941604
15970,0.941858
15971,0.942111
15972,0.942365
15973,0.942618
15974,0.942871
15975,0.943125
15976,0.943378
15977,0.943631
15978,0.943885
15979,0.944138
15980,0.944392
15981,0.944645
15982,0.944898
15983,0.945152
15984,0.945405
15985,0.945658
15986,0.945912
15987,0.946165
15988,0.946418
15989,0.946672
15990,0.946925
15991,0.947179
15992,0.947432
15993,0.947685
15994,0.947939
15995,0.948192
15996,0.948445
15997,0.948699
15998,0.948952
15999,0.949205
16000,0.949459
16001,0.949712
16002,0.949966
16003,0.950219
16004,0.950472
16005,0.950726
16006,0.950979
16007,0.951232
16008,0.951486
16009,0.951739
16010,0.951992
16011,0.952246
16012,0.952499
16013,0.952753
16014,0.953006
16015,0.953259
16016,0.953513
16017,0.953766
16018,0.954019
16019,0.954273
16020,0.954526
16021,0.954779
16022,0.955033
16023,0.955286
16024,0.955539
16025,0.955793
16026,0.956046
16027,0.9563
16028,0.956553
16029,0.956806
16030,0.95706
16031,0.957313
16032,0.957566
16033,0.95782
16034,0.958073
16035,0.958326
16036,0.95858
16037,0.958833
16038,0.959087
16039,0.95934
16040,0.959593
16041,0.959847
16042,0.9601
16043,0.960353
16044,0.960607
16045,0.96086
16046,0.961114
16047,0.961367
16048,0.961592
16049,0.961777
16050,0.961925
16051,0.962029
16052,0.962093
16053,0.962119
16054,0.962115
16055,0.962066
16056,0.961981
16057,0.961869
16058,0.961721
16059,0.961536
16060,0.961324
16061,0.96109
16062,0.960856
16063,0.960621
16064,0.960387
16065,0.960153
16066,0.959919
16067,0.959685
16068,0.95945
16069,0.959216
16070,0.958982
16071,0.958747
16072,0.958513
16073,0.958279
16074,0.958045
16075,0.957811
16076,0.957576
16077,0.957342
16078,0.957108
16079,0.956874
16080,0.956639
16081,0.956405
16082,0.956171
16083,0.955937
16084,0.955703
16085,0.955468
16086,0.955234
16087,0.955
16088,0.954766
16089,0.954531
16090,0.954297
16091,0.954063
16092,0.953829
16093,0.953594
16094,0.95336
16095,0.953126
16096,0.952892
16097,0.952657
16098,0.952423
16099,0.952189
16100,0.951955
16101,0.95172
16102,0.951486
16103,0.951252
16104,0.951018
16105,0.950784
16106,0.950549
16107,0.950315
16108,0.950081
16109,0.949847
16110,0.949612
16111,0.949378
16112,0.949144
16113,0.94891
16114,0.948675
16115,0.948441
16116,0.948207
16117,0.947973
16118,0.947738
16119,0.947504
16120,0.94727
16121,0.947036
16122,0.946801
16123,0.946567
16124,0.946333
16125,0.946099
16126,0.945864
16127,0.94563
16128,0.945396
16129,0.945162
16130,0.944928
16131,0.944693
16132,0.944459
16133,0.944225
16134,0.943991
16135,0.943756
16136,0.943522
16137,0.943288
16138,0.943054
16139,0.942819
16140,0.942585
16141,0.942351
16142,0.942117
16143,0.941882
16144,0.941648
16145,0.941414
16146,0.94118
16147,0.940945
16148,0.940711
16149,0.940477
16150,0.940243
16151,0.940007
16152,0.939766
16153,0.93952
16154,0.93927
16155,0.939016
16156,0.93876
16157,0.938503
16158,0.938244
16159,0.937984
16160,0.937723
16161,0.937459
16162,0.937192
16163,0.936924
16164,0.936655
16165,0.936386
16166,0.936118
16167,0.935849
16168,0.93558
16169,0.935311
16170,0.935042
16171,0.934774
16172,0.934505
16173,0.934236
16174,0.933967
16175,0.933698
16176,0.93343
16177,0.933161
16178,0.932892
16179,0.932623
16180,0.932354
16181,0.932086
16182,0.931817
16183,0.931548
16184,0.931279
16185,0.93101
16186,0.930742
16187,0.930473
16188,0.930204
16189,0.929935
16190,0.929666
16191,0.929398
16192,0.929129
16193,0.92886
16194,0.928591
16195,0.928322
16196,0.928054
16197,0.927785
16198,0.927516
16199,0.927247
16200,0.926978
16201,0.92671
16202,0.926441
16203,0.926172
16204,0.925903
16205,0.925634
16206,0.925366
16207,0.925097
16208,0.924828
16209,0.924559
16210,0.92429
16211,0.924022
16212,0.923753
16213,0.923484
16214,0.923215
16215,0.922946
16216,0.922678
16217,0.922409
16218,0.92214
16219,0.921871
16220,0.921602
16221,0.921334
16222,0.921065
16223,0.920796
16224,0.920527
16225,0.920258
16226,0.91999
16227,0.919721
16228,0.919452
16229,0.919183
16230,0.918914
16231,0.918646
16232,0.918377
16233,0.918108
16234,0.917839
16235,0.91757
16236,0.917302
16237,0.917033
16238,0.916764
16239,0.916495
16240,0.916226
16241,0.915958
16242,0.915689
16243,0.91542
16244,0.915151
16245,0.914882
16246,0.914614
16247,0.914345
16248,0.914076
16249,0.913807
16250,0.913538
16251,0.91327
16252,0.913001
16253,0.912732
16254,0.912463
16255,0.912194
16256,0.911926
16257,0.911666
16258,0.911421
16259,0.911191
16260,0.91098
16261,0.910784
16262,0.910606
16263,0.910441
16264,0.910296
16265,0.910168
16266,0.910052
16267,0.90995
16268,0.909863
16269,0.90979
16270,0.909728
16271,0.909668
16272,0.909608
16273,0.909548
16274,0.909488
16275,0.909428
16276,0.909367
16277,0.909307
16278,0.909247
16279,0.909187
16280,0.909127
16281,0.909067
16282,0.909007
16283,0.908947
16284,0.908887
16285,0.908827
16286,0.908767
16287,0.908707
16288,0.908647
16289,0.908586
16290,0.908526
16291,0.908466
16292,0.908406
16293,0.908346
16294,0.908286
16295,0.908226
16296,0.908166
16297,0.908106
16298,0.908046
16299,0.907986
16300,0.907926
16301,0.907865
16302,0.907805
16303,0.907745
16304,0.907685
16305,0.907625
16306,0.907565
16307,0.907505
16308,0.907445
16309,0.907385
16310,0.907325
16311,0.907265
16312,0.907205
16313,0.907145
16314,0.907084
16315,0.907025
16316,0.906964
16317,0.906904
16318,0.906844
16319,0.906784
16320,0.906724
16321,0.906664
16322,0.906604
16323,0.906544
16324,0.906484
16325,0.906424
16326,0.906364
16327,0.906304
16328,0.906243
16329,0.906183
16330,0.906123
16331,0.906063
16332,0.906003
16333,0.905943
16334,0.905883
16335,0.905823
16336,0.905763
16337,0.905703
16338,0.905643
16339,0.905583
16340,0.905523
16341,0.905462
16342,0.905402
16343,0.905342
16344,0.905282
16345,0.905222
16346,0.905162
16347,0.905102
16348,0.905042
16349,0.904982
16350,0.904922
16351,0.904862
16352,0.904802
16353,0.904742
16354,0.904682
16355,0.904621
16356,0.904561
16357,0.904501
16358,0.904441
16359,0.904381
16360,0.904321
16361,0.904261
16362,0.904201
16363,0.904134
16364,0.904045
16365,0.903937
16366,0.903799
16367,0.903628
16368,0.903423
16369,0.90319
16370,0.902921
16371,0.902618
16372,0.902279
16373,0.901914
16374,0.901515
16375,0.901083
16376,0.900624
16377,0.900148
16378,0.899671
16379,0.899195
16380,0.898719
16381,0.898242
16382,0.897766
16383,0.897289
16384,0.896813
16385,0.896336
16386,0.89586
16387,0.895383
16388,0.894907
16389,0.894431
16390,0.893954
16391,0.893478
16392,0.893001
16393,0.892525
16394,0.892049
16395,0.891572
16396,0.891096
16397,0.890619
16398,0.890143
16399,0.889666
16400,0.88919
16401,0.888713
16402,0.888237
16403,0.88776
16404,0.887284
16405,0.886808
16406,0.886331
16407,0.885855
16408,0.885378
16409,0.884902
16410,0.884425
16411,0.883949
16412,0.883473
16413,0.882996
16414,0.88252
16415,0.882043
16416,0.881567
16417,0.88109
16418,0.880614
16419,0.880138
16420,0.879661
16421,0.879185
16422,0.878708
16423,0.878232
16424,0.877755
16425,0.877279
16426,0.876802
16427,0.876326
16428,0.87585
16429,0.875373
16430,0.874897
16431,0.87442
16432,0.873944
16433,0.873467
16434,0.872991
16435,0.872514
16436,0.872038
16437,0.871562
16438,0.871085
16439,0.870609
16440,0.870132
16441,0.869656
16442,0.869179
16443,0.868703
16444,0.868227
16445,0.86775
16446,0.867274
16447,0.866797
16448,0.866321
16449,0.865844
16450,0.865368
16451,0.864892
16452,0.864415
16453,0.863939
16454,0.863462
16455,0.862986
16456,0.862509
16457,0.862033
16458,0.861556
16459,0.86108
16460,0.860603
16461,0.860127
16462,0.859651
16463,0.859174
16464,0.858698
16465,0.858221
16466,0.857745
16467,0.857268
16468,0.856792
16469,0.856316
16470,0.855839
16471,0.855389
16472,0.854962
16473,0.854561
16474,0.854194
16475,0.853864
16476,0.853574
16477,0.853318
16478,0.853107
16479,0.85295
16480,0.852831
16481,0.852764
16482,0.852745
16483,0.852767
16484,0.852818
16485,0.852881
16486,0.852945
16487,0.853008
16488,0.853071
16489,0.853135
16490,0.853198
16491,0.853261
16492,0.853324
16493,0.853388
16494,0.853451
16495,0.853514
16496,0.853577
16497,0.853641
16498,0.853704
16499,0.853767
16500,0.853831
16501,0.853894
16502,0.853957
16503,0.85402
16504,0.854084
16505,0.854147
16506,0.85421
16507,0.854273
16508,0.854337
16509,0.8544
16510,0.854463
16511,0.854526
16512,0.85459
16513,0.854653
16514,0.854716
16515,0.85478
16516,0.854843
16517,0.854906
16518,0.854969
16519,0.855033
16520,0.855096
16521,0.855159
16522,0.855222
16523,0.855286
16524,0.855349
16525,0.855412
16526,0.855476
16527,0.855539
16528,0.855602
16529,0.855665
16530,0.855729
16531,0.855792
16532,0.855855
16533,0.855919
16534,0.855982
16535,0.856045
16536,0.856108
16537,0.856172
16538,0.856235
16539,0.856298
16540,0.856361
16541,0.856425
16542,0.856488
16543,0.856551
16544,0.856614
16545,0.856678
16546,0.856741
16547,0.856804
16548,0.856868
16549,0.856931
16550,0.856994
16551,0.857057
16552,0.857121
16553,0.857184
16554,0.857247
16555,0.85731
16556,0.857374
16557,0.857437
16558,0.8575
16559,0.857564
16560,0.857627
16561,0.85769
16562,0.857753
16563,0.857817
16564,0.85788
16565,0.857943
16566,0.858007
16567,0.85807
16568,0.858133
16569,0.858196
16570,0.85826
16571,0.858323
16572,0.858386
16573,0.858449
16574,0.858513
16575,0.858576
16576,0.858639
16577,0.858703
16578,0.858766
16579,0.858829
16580,0.858847
16581,0.858802
16582,0.8587
16583,0.85851
16584,0.858226
16585,0.857838
16586,0.857366
16587,0.856775
16588,0.856063
16589,0.855224
16590,0.854279
16591,0.853198
16592,0.852
16593,0.850719
16594,0.849377
16595,0.848035
16596,0.846693
16597,0.845351
16598,0.844009
16599,0.842667
16600,0.841325
16601,0.839984
16602,0.838642
16603,0.8373
16604,0.835958
16605,0.834616
16606,0.833274
16607,0.831932
16608,0.83059
16609,0.829249
16610,0.827907
16611,0.826565
16612,0.825223
16613,0.823881
16614,0.822539
16615,0.821197
16616,0.819855
16617,0.818514
16618,0.817172
16619,0.81583
16620,0.814488
16621,0.813146
16622,0.811804
16623,0.810462
16624,0.80912
16625,0.807778
16626,0.806437
16627,0.805095
16628,0.803753
16629,0.802411
16630,0.801069
16631,0.799727
16632,0.798385
16633,0.797043
16634,0.795701
16635,0.794359
16636,0.793018
16637,0.791676
16638,0.790334
16639,0.788992
16640,0.78765
16641,0.786308
16642,0.784966
16643,0.783624
16644,0.782282
16645,0.780941
16646,0.779599
16647,0.778257
16648,0.776915
16649,0.775573
16650,0.774231
16651,0.772889
16652,0.771547
16653,0.770206
16654,0.768864
16655,0.767522
16656,0.76618
16657,0.764838
16658,0.763496
16659,0.762154
16660,0.760812
16661,0.759471
16662,0.758129
16663,0.756787
16664,0.755445
16665,0.754103
16666,0.752761
16667,0.751419
16668,0.750077
16669,0.748735
16670,0.747394
16671,0.746052
16672,0.74471
16673,0.743368
16674,0.742026
16675,0.740684
16676,0.739342
16677,0.738
16678,0.736658
16679,0.735317
16680,0.733975
16681,0.732633
16682,0.731291
16683,0.729949
16684,0.728607
16685,0.727265
16686,0.725923
16687,0.724581
16688,0.72324
16689,0.721898
16690,0.720556
16691,0.719032
16692,0.717287
16693,0.715364
16694,0.713214
16695,0.710865
16696,0.708329
16697,0.705658
16698,0.702814
16699,0.699801
16700,0.696627
16701,0.69333
16702,0.689851
16703,0.686213
16704,0.682454
16705,0.678583
16706,0.674713
16707,0.670843
16708,0.666973
16709,0.663103
16710,0.659232
16711,0.655362
16712,0.651492
16713,0.647622
16714,0.643752
16715,0.639882
16716,0.636011
16717,0.632141
16718,0.628271
16719,0.624401
16720,0.620531
16721,0.616661
16722,0.61279
16723,0.60892
16724,0.60505
16725,0.60118
16726,0.59731
16727,0.59344
16728,0.589569
16729,0.585699
16730,0.581829
16731,0.577959
16732,0.574089
16733,0.570218
16734,0.566348
16735,0.562478
16736,0.558608
16737,0.554738
16738,0.550868
16739,0.546998
16740,0.543127
16741,0.539257
16742,0.535387
16743,0.531517
16744,0.527647
16745,0.523776
16746,0.519906
16747,0.516036
16748,0.512166
16749,0.508296
16750,0.504426
16751,0.500555
16752,0.496685
16753,0.492815
16754,0.488945
16755,0.485075
16756,0.481204
16757,0.477334
16758,0.473464
16759,0.469594
16760,0.465724
16761,0.461854
16762,0.457983
16763,0.454113
16764,0.450243
16765,0.446373
16766,0.442503
16767,0.438633
16768,0.434762
16769,0.430892
16770,0.427022
16771,0.423152
16772,0.419282
16773,0.415412
16774,0.411542
16775,0.407671
16776,0.403801
16777,0.399931
16778,0.396061
16779,0.392191
16780,0.38832
16781,0.38445
16782,0.38058
16783,0.37671
16784,0.37284
16785,0.36897
16786,0.365099
16787,0.361229
16788,0.357359
16789,0.353489
16790,0.349619
16791,0.345749
16792,0.341878
16793,0.338008
16794,0.334138
16795,0.330268
16796,0.326398
16797,0.322528
16798,0.318657
16799,0.314787
16800,0.310917
16801,0.307047
16802,0.303177
16803,0.299418
16804,0.295818
16805,0.292338
16806,0.289037
16807,0.285905
16808,0.282937
16809,0.280093
16810,0.277415
16811,0.2749
16812,0.272549
16813,0.270319
16814,0.268247
16815,0.266338
16816,0.264558
16817,0.262894
16818,0.261238
16819,0.259581
16820,0.257925
16821,0.256268
16822,0.254612
16823,0.252955
16824,0.251299
16825,0.249643
16826,0.247986
16827,0.24633
16828,0.244673
16829,0.243017
16830,0.241361
16831,0.239704
16832,0.238048
16833,0.236391
16834,0.234735
16835,0.233078
16836,0.231422
16837,0.229766
16838,0.228109
16839,0.226453
16840,0.224797
16841,0.22314
16842,0.221484
16843,0.219827
16844,0.218171
16845,0.216514
16846,0.214858
16847,0.213202
16848,0.211545
16849,0.209889
16850,0.208232
16851,0.206576
16852,0.20492
16853,0.203263
16854,0.201607
16855,0.19995
16856,0.198294
16857,0.196637
16858,0.194981
16859,0.193325
16860,0.191668
16861,0.190012
16862,0.188355
16863,0.186699
16864,0.185043
16865,0.183386
16866,0.18173
16867,0.180073
16868,0.178417
16869,0.17676
16870,0.175104
16871,0.173448
16872,0.171791
16873,0.170135
16874,0.168478
16875,0.166822
16876,0.165166
16877,0.163509
16878,0.161853
16879,0.160196
16880,0.15854
16881,0.156884
16882,0.155227
16883,0.153571
16884,0.151914
16885,0.150258
16886,0.148601
16887,0.146945
16888,0.145289
16889,0.143632
16890,0.141976
16891,0.140319
16892,0.138663
16893,0.137007
16894,0.13535
16895,0.133694
16896,0.132037
16897,0.130381
16898,0.128725
16899,0.127068
16900,0.125412
16901,0.123755
16902,0.122099
16903,0.120442
16904,0.118786
16905,0.11713
16906,0.115473
16907,0.113817
16908,0.11216
16909,0.110504
16910,0.108848
16911,0.107191
16912,0.105535
16913,0.103878
16914,0.102222
16915,0.100566
16916,0.098938
16917,0.097404
16918,0.095935
16919,0.094551
16920,0.09325
16921,0.092031
16922,0.090892
16923,0.089811
16924,0.088809
16925,0.08789
16926,0.087027
16927,0.086241
16928,0.085531
16929,0.0849
16930,0.084328
16931,0.083805
16932,0.083281
16933,0.082757
16934,0.082234
16935,0.08171
16936,0.081186
16937,0.080663
16938,0.080139
16939,0.079615
16940,0.079091
16941,0.078568
16942,0.078044
16943,0.07752
16944,0.076997
16945,0.076473
16946,0.075949
16947,0.075425
16948,0.074902
16949,0.074378
16950,0.073854
16951,0.073331
16952,0.072807
16953,0.072283
16954,0.071759
16955,0.071236
16956,0.070712
16957,0.070188
16958,0.069665
16959,0.069141
16960,0.068617
16961,0.068094
16962,0.06757
16963,0.067046
16964,0.066522
16965,0.065999
16966,0.065475
16967,0.064951
16968,0.064428
16969,0.063904
16970,0.06338
16971,0.062856
16972,0.062333
16973,0.061809
16974,0.061285
16975,0.060762
16976,0.060238
16977,0.059714
16978,0.05919
16979,0.058667
16980,0.058143
16981,0.057619
16982,0.057096
16983,0.056572
16984,0.056048
16985,0.055524
16986,0.055001
16987,0.054477
16988,0.053953
16989,0.05343
16990,0.052906
16991,0.052382
16992,0.051859
16993,0.051335
16994,0.050811
16995,0.050287
16996,0.049764
16997,0.04924
16998,0.048716
16999,0.048193
17000,0.047669
17001,0.047145
17002,0.046621
17003,0.046098
17004,0.045574
17005,0.04505
17006,0.044527
17007,0.044003
17008,0.043479
17009,0.042955
17010,0.042432
17011,0.041908
17012,0.041384
17013,0.040861
17014,0.040337
17015,0.039813
17016,0.039289
17017,0.038766
17018,0.038242
17019,0.037718
17020,0.037195
17021,0.036671
17022,0.036147
17023,0.035624
17024,0.0351
17025,0.034576
17026,0.034052
17027,0.033529
17028,0.033005
17029,0.032481
17030,0.031958
17031,0.031438
17032,0.030947
17033,0.030475
17034,0.030031
17035,0.029613
17036,0.029221
17037,0.028854
17038,0.028505
17039,0.028181
17040,0.027882
17041,0.027607
17042,0.02735
17043,0.027117
17044,0.026911
17045,0.026725
17046,0.02656
17047,0.026396
17048,0.026233
17049,0.026069
17050,0.025905
17051,0.025741
17052,0.025578
17053,0.025414
17054,0.02525
17055,0.025087
17056,0.024923
17057,0.024759
17058,0.024595
17059,0.024432
17060,0.024268
17061,0.024104
17062,0.023941
17063,0.023777
17064,0.023613
17065,0.023449
17066,0.023286
17067,0.023122
17068,0.022958
17069,0.022795
17070,0.022631
17071,0.022467
17072,0.022303
17073,0.02214
17074,0.021976
17075,0.021812
17076,0.021649
17077,0.021485
17078,0.021321
17079,0.021157
17080,0.020994
17081,0.02083
17082,0.020666
17083,0.020503
17084,0.020339
17085,0.020175
17086,0.020011
17087,0.019848
17088,0.019684
17089,0.01952
17090,0.019357
17091,0.019193
17092,0.019029
17093,0.018865
17094,0.018702
17095,0.018538
17096,0.018374
17097,0.018211
17098,0.018047
17099,0.017883
17100,0.017719
17101,0.017556
17102,0.017392
17103,0.017228
17104,0.017065
17105,0.016901
17106,0.016737
17107,0.016574
17108,0.01641
17109,0.016246
17110,0.016082
17111,0.015919
17112,0.015755
17113,0.015591
17114,0.015428
17115,0.015264
17116,0.0151
17117,0.014936
17118,0.014773
17119,0.014609
17120,0.014445
17121,0.014282
17122,0.014118
17123,0.013954
17124,0.01379
17125,0.013627
17126,0.013463
17127,0.013299
17128,0.013136
17129,0.012972
17130,0.012808
17131,0.012644
17132,0.012481
17133,0.012317
17134,0.012153
17135,0.01199
17136,0.011826
17137,0.011662
17138,0.011498
17139,0.011335
17140,0.011171
17141,0.011007
17142,0.010844
17143,0.01068
17144,0.010516
17145,0.010352
17146,0.010189
17147,0.010025
17148,0.009861
17149,0.009706
17150,0.009558
17151,0.009418
17152,0.009288
17153,0.009166
17154,0.009052
17155,0.008945
17156,0.008846
17157,0.008755
17158,0.008671
17159,0.008594
17160,0.008525
17161,0.008463
17162,0.008409
17163,0.008361
17164,0.008316
17165,0.008271
17166,0.008226
17167,0.008182
17168,0.008137
17169,0.008092
17170,0.008047
17171,0.008003
17172,0.007958
17173,0.007913
17174,0.007868
17175,0.007824
17176,0.007779
17177,0.007734
17178,0.007689
17179,0.007645
17180,0.0076
17181,0.007555
17182,0.00751
17183,0.007465
17184,0.007421
17185,0.007376
17186,0.007331
17187,0.007286
17188,0.007242
17189,0.007197
17190,0.007152
17191,0.007107
17192,0.007063
17193,0.007018
17194,0.006973
17195,0.006928
17196,0.006884
17197,0.006839
17198,0.006794
17199,0.006749
17200,0.006704
17201,0.00666
17202,0.006615
17203,0.00657
17204,0.006525
17205,0.006481
17206,0.006436
17207,0.006391
17208,0.006346
17209,0.006302
17210,0.006257
17211,0.006212
17212,0.006169
17213,0.006128
17214,0.006086
17215,0.006044
17216,0.006003
17217,0.005961
17218,0.005919
17219,0.005878
17220,0.005836
17221,0.005795
17222,0.005753
17223,0.005711
17224,0.00567
17225,0.005628
17226,0.005586
17227,0.005545
17228,0.005503
17229,0.005461
17230,0.00542
17231,0.005378
17232,0.005337
17233,0.005295
17234,0.005253
17235,0.005212
17236,0.00517
17237,0.005128
17238,0.005087
17239,0.005045
17240,0.005003
17241,0.004962
17242,0.00492
17243,0.004879
17244,0.004837
17245,0.004795
17246,0.004754
17247,0.004712
17248,0.00467
17249,0.004629
17250,0.004587
17251,0.004545
17252,0.004504
17253,0.004462
17254,0.004421
17255,0.004379
17256,0.004337
17257,0.004296
17258,0.004254
17259,0.004212
17260,0.004171
17261,0.004129
17262,0.004087
17263,0.004046
17264,0.004004
17265,0.003963
17266,0.003921
17267,0.00388
17268,0.00384
17269,0.003803
17270,0.003768
17271,0.003735
17272,0.003705
17273,0.003676
17274,0.00365
17275,0.003625
17276,0.003603
17277,0.003583
17278,0.003564
17279,0.003548
17280,0.003533
17281,0.00352
17282,0.003509
17283,0.003497
17284,0.003486
17285,0.003475
17286,0.003464
17287,0.003452
17288,0.003441
17289,0.00343
17290,0.003418
17291,0.003407
17292,0.003396
17293,0.003384
17294,0.003373
17295,0.003362
17296,0.003351
17297,0.003339
17298,0.003328
17299,0.003317
17300,0.003305
17301,0.003294
17302,0.003283
17303,0.003271
17304,0.00326
17305,0.003249
17306,0.003238
17307,0.003226
17308,0.003215
17309,0.003204
17310,0.003192
17311,0.003181
17312,0.00317
17313,0.003158
17314,0.003147
17315,0.003136
17316,0.003125
17317,0.003113
17318,0.003102
17319,0.003091
17320,0.003079
17321,0.003068
17322,0.003057
17323,0.003045
17324,0.003034
17325,0.003023
17326,0.003012
17327,0.003
17328,0.002989
17329,0.002978
17330,0.002966
17331,0.002955
17332,0.002944
17333,0.002932
17334,0.002921
17335,0.00291
17336,0.002899
17337,0.002887
17338,0.002876
17339,0.002865
17340,0.002853
17341,0.002842
17342,0.002831
17343,0.002819
17344,0.002808
17345,0.002797
17346,0.002786
17347,0.002774
17348,0.002763
17349,0.002752
17350,0.00274
17351,0.002729
17352,0.002718
17353,0.002706
17354,0.002695
17355,0.002684
17356,0.002673
17357,0.002661
17358,0.00265
17359,0.002639
17360,0.002627
17361,0.002616
17362,0.002605
17363,0.002593
17364,0.002582
17365,0.002571
17366,0.00256
17367,0.002548
17368,0.002537
17369,0.002526
17370,0.002514
17371,0.002503
17372,0.002492
17373,0.00248
17374,0.002469
17375,0.002458
17376,0.002447
17377,0.002435
17378,0.002424
17379,0.002413
17380,0.002401
17381,0.00239
17382,0.002379
17383,0.002367
17384,0.002356
17385,0.002345
17386,0.002334
17387,0.002322
17388,0.002311
17389,0.0023
17390,0.002291
17391,0.002299
17392,0.002297
17393,0.00229
17394,0.002284
17395,0.002278
17396,0.002272
17397,0.002266
17398,0.00226
17399,0.002255
17400,0.00225
17401,0.002245
17402,0.00224
17403,0.002235
17404,0.00223
17405,0.002225
17406,0.00222
17407,0.002215
17408,0.002209
17409,0.002204
17410,0.002199
17411,0.002194
17412,0.002189
17413,0.002184
17414,0.002179
17415,0.002174
17416,0.002169
17417,0.002164
17418,0.002159
17419,0.002154
17420,0.002149
17421,0.002143
17422,0.002138
17423,0.002133
17424,0.002128
17425,0.002123
17426,0.002118
17427,0.002113
17428,0.002108
17429,0.002103
17430,0.002098
17431,0.002093
17432,0.002088
17433,0.002083
17434,0.002077
17435,0.002072
17436,0.002067
17437,0.002062
17438,0.002057
17439,0.002052
17440,0.002047
17441,0.002042
17442,0.002037
17443,0.002032
17444,0.002027
17445,0.002022
17446,0.002017
17447,0.002011
17448,0.002006
17449,0.002001
17450,0.001996
17451,0.001991
17452,0.001986
17453,0.001981
17454,0.001976
17455,0.001971
17456,0.001966
17457,0.001961
17458,0.001956
17459,0.001951
17460,0.001945
17461,0.00194
17462,0.001935
17463,0.00193
17464,0.001925
17465,0.00192
